"";"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type";"fin_sector"
"630";21154;"T.SINAI KALKINMA BANKASI A.S.";"Investor";"public";"Turkey";"Financial services, Specialized professional services";"Services";"Banks, Other professional services";"Financial services";"Services";"Banks";"Abs 3";"Scope 3 (upstream)";100;100;2016;2017;398;2018;"No, but we anticipate setting one in the next 2 years";100;NA;"TSKB measures its carbon footprint stemming from its operations annually since 2006 and offsets it by purchasing voluntary Gold Standard Carbon Certificate since 2009. In 2012, TSKB decided to verify greenhouse gas emissions for the organizational level by a third party. TSKB completed the audit on 7th September 2012. Since 2011, greenhouse gas emission of TSKB has been verified by a third party and since 2012, TSKB has been offsetting verified emissions by Gold Standard Carbon Credits annually. 2017 Scope-3 GHG emission of TSKB was off-set via Alize Keltepe Wind Power Plant which has verified Gold Standard Carbon Credits.";"Unlikely magnitude reduction for indicated target boundary (offsets)";"Likely inclusion of RECs, ETS, or offsets";"annual";1;1;50;2018;"2018-12-31";470;"DWH 2017 S3.01, DWH 2017 S3.02, DWH 2017 S3.03, DWH 2017 S3.04, DWH 2017 S3.05, DWH 2017 S3.06, DWH 2017 S3.07, DWH 2017 S3.08, DWH 2017 S3.16: upstream completeness: 1";NA;NA;419,9;"C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 1";NA;NA;"-0aa-0ca-0ha-0ma-9cb-0cd-0sa-0wboq-2bo-2eb-7e-2ebxc-2fboq-5ab";"Base year emissions check: Base yr emissions for target scope, Scope 3 (upstream), has been calculated from the following scopes/categories: S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.07, S3.08, S3.16 (upstream completeness: 1). -0wboq: stated base year emissions are 15% lower than calculated base year emissions (DWH 2017 | TOTAL 470).";"21154-abs-S3-2016-2018-1";"absolute";"fin+"
"631";21207;"Seoul Semiconductor";"Investor";"public";"Republic of Korea";"Electrical & electronic equipment, Financial services";"Manufacturing, Services";"Electronic components, REIT";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"Abs 1";"Scope 1+2 (location-based)";100;0;2017;2016;17008;2018;NA;NA;NA;"We select emission target based on previous year emission result.";NA;NA;NA;2;NA;0;NA;NA;16187;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;NA;NA;NA;NA;"-6c-0ab-0ce-0zb-7f-0vk-0vm-0vn-6fm-5aa";"Missing info: % of target achieved; Base year emissions check: -0vk: stated base year emissions are 95% of calculated base year emissions (C5.1 2019 | TOTAL 16187). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2018 | TOTAL 17008.81). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2018 | TOTAL 17008.81).";"21207-abs-S12L-2017-2018-1";"absolute";"fin+"
"632";22273;"Tokyo Century Corporation";"Investor";"public";"Japan";"Financial services, Land & property ownership & development, Trading, wholesale, distribution, rental & leasing";"Infrastructure, Services";"Banks, Consumer goods wholesale & rental, Real estate owners & developers, Vehicles & machinery rental & leasing";"Trading, wholesale, distribution, rental & leasing";"Services";"Vehicles & machinery rental & leasing";"Abs 1";"Scope 2 (location-based)";80;13;2014;2019;1059;2022;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"???:?????(2013???)???:?????(2018???)???:?????(2021???)????????????????????????7?(???????????TRY?TC?????????TC????????????TC??????????TC???????????????????????)??????????????(???????????)????(2013??)?????2(??)=1,059tCO2e(?????????1,316tCO2e?????????=80%)???(2021??)?????2(??)= 921tCO2e(?????13%??138tCO2e)???(2018??)?????2(??)= 825tCO2e(?????22%??234tCO2e)";NA;NA;NA;3;-0,333333333333333;1,625;2019;"2019-03-31";1059;"C5.1 2019 S2L";NA;NA;16667;"C6 2019 S2L";NA;NA;"-0ca-0fb-0e-0fb-0db-0wakq-0td-0rae-0rcb-2ak-2fakq-2axt-5ab";"Base year emissions check: -0wakq: stated base year emissions are 25% higher than calculated base year emissions (C5.1 2019 | TOTAL 847.2).; Found keyword(s): ?????????????????????????????????????????2????; Organizational changes: Change in boundary: 92.0% increased in 2018,  Acquisitions: 2.6% increased in 2018";"22273-abs-S2L-2014-2022-1";"absolute";"fin+"
"633";22379;"BillerudKorsnäs";"Investor";"public";"EU";"Financial services, Paper products & packaging";"Manufacturing, Services";"Banks, Paper packaging, Paper products";"Paper products & packaging";"Manufacturing";"Paper packaging";"Abs 1";"Scope 1 +2 (market-based)";100;59;2016;2017;157543;2030;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";5;"Underway";"Scope 1+2 was 3% lower than 2016 (base year), meaning that (3/59)*100=5% of the target has been achieved. The relative decline compared to 2017 was due to production disruptions and periods of a shortage of renewable alternative fuels on the market, which means that fossil fuels have been used as temporary solutions.The target is:By 2030 the greenhouse gas emissions from BillerudKorsnas' production and purchased energy shall be at least 59% lower than in 2016.By 2050 the greenhouse gas emissions from BillerudKorsnas' production and purchased energy shall be at least 74% lower than in 2016.";NA;NA;NA;13;0,0769230769230769;4,21428571428571;2018;"2018-12-31";157548;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;153217;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0fa-0fa-0e-0fb-0db-0za-7f-0zb-7f-0vk-0vm-0vn-0vo-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 157548). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 157543). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2017 | TOTAL 157120). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 157120).";"22379-abs-S12M-2016-2030-1";"absolute";"fin+"
"634";22379;"BillerudKorsnäs";"Investor";"public";"EU";"Financial services, Paper products & packaging";"Manufacturing, Services";"Banks, Paper packaging, Paper products";"Paper products & packaging";"Manufacturing";"Paper packaging";"Abs 2";"Scope 3 (upstream & downstream)";78;30;2016;2017;548309;2030;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";83;"Underway";"Scope 3 decreased with 25% compared to 2016 (base year), meaning that (25/30)*100=83% of the target has been achieved. The target is:By 2030 the greenhouse gas emissions from sources not owned or controlled by BillerudKorsnas shall be at least 30% lower than in 2016. By 2050 the greenhouse gas emissions from sources not owned or controlled by BillerudKorsnas shall be at least 70% lower than in 2016.";NA;NA;NA;13;0,0769230769230769;2,14285714285714;2018;"2018-12-31";1321883;"DWH 2017 S3.01, DWH 2017 S3.02, DWH 2017 S3.03, DWH 2017 S3.04, DWH 2017 S3.05, DWH 2017 S3.06, DWH 2017 S3.07, DWH 2017 S3.08, DWH 2017 S3.09, DWH 2017 S3.10, DWH 2017 S3.11, DWH 2017 S3.12, DWH 2017 S3.13, DWH 2017 S3.14, DWH 2017 S3.15, DWH 2017 S3.16, DWH 2017 S3.17: upstream completeness: 1 downstream completeness: 1";NA;NA;1140974;"C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15, C6 2019 S3.16, C6 2019 S3.17: upstream completeness: 1 downstream completeness: 1";NA;NA;"-0fa-0fb-0e-0fb-0zb-7f-0sa-0wbo-2bo-2fboz-5ac";"Base year emissions check: Base yr emissions for target scope, Scope 3 (upstream & downstream), has been calculated from the following scopes/categories: S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.07, S3.08, S3.09, S3.10, S3.11, S3.12, S3.13, S3.14, S3.15, S3.16, S3.17 (upstream completeness: 1 downstream completeness: 1). -0wbo: stated base year emissions are 47% lower than calculated base year emissions (DWH 2017 | TOTAL 1031068.74).";"22379-abs-S3-2016-2030-1";"absolute";"fin+"
"635";22694;"Asia Cement Corp";"Investor";"public";"Taiwan, Greater China";"Cement & concrete, Financial services, Land & property ownership & development, Metal smelting, refining & forming, Rail transport, Specialized professional services, Thermal power generation";"Infrastructure, Materials, Power generation, Services, Transportation services";"Banks, CCGT generation, Cement, Engineering services, Metal processing, Rail freight, Real estate owners & developers";"Cement & concrete";"Materials";"Cement";"Abs 1";"Scope 1+2 (location-based)";99;2;2005;2009;4652871;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"The ACC headquarters and Chiahui Power Corporation are not cement production plants, which will not be considered in this case. Reduction targets for emission intensity are thus set for ACC's main production bases, the Hualien and Hsinchu plants, which contains almost 99% of the proportion. Based on the national greenhouse gas phase control targets, ACC's reduction targets are set for a 2% reduction by 2020 from the base year of 2005. In recent years, ACC has proposed a number of energy-saving measures. Its total emissions in 2005 were 4,652,871 tons of CO2e, and these had dropped to 3,042,422 tons of CO2e in 2018, a reduction of approximately 35% ((4,652,871-3,042,422)/4,652,871=35%).";NA;NA;"headquarters, Hsinchu plant, Chiahui Power Corporation (breakdown matches)";11;0,818181818181818;0,133333333333333;2018;"2018-12-31";5579947,09;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;3919161;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fb-0e-0fb-0fb-0wbkq-0tc-0rec-0rca-2ak-2fakq-2axt-5ab";"Base year emissions check: -0wbkq: stated base year emissions are 16% lower than calculated base year emissions (C5.1 2019 | TOTAL 5524147.6191).; Found keyword(s): headquarters, Hsinchu plant, Chiahui Power Corporation; Organizational changes: Other: 1.0% increased in 2018, Divestment: 1.91% decrease in 2014";"22694-abs-S12L-2005-2020-1";"absolute";"fin+"
"636";22694;"Asia Cement Corp";"Investor";"public";"Taiwan, Greater China";"Cement & concrete, Financial services, Land & property ownership & development, Metal smelting, refining & forming, Rail transport, Specialized professional services, Thermal power generation";"Infrastructure, Materials, Power generation, Services, Transportation services";"Banks, CCGT generation, Cement, Engineering services, Metal processing, Rail freight, Real estate owners & developers";"Cement & concrete";"Materials";"Cement";"Abs 2";"Scope 1+2 (location-based)";99;10;2005;2009;4652871;2025;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"The ACC headquarters and Chiahui Power Corporation are not cement production plants, which will not be considered in this case. Reduction targets for emission intensity are thus set for ACC's main production bases, the Hualien and Hsinchu plants, which contains almost 99% of the proportion. Based on the national greenhouse gas phased control targets, ACC's reduction targets are set for a 10% reduction by 2025 from the base year of 2005. In recent years, ACC has proposed a number of energy-saving measures. Its total emissions in 2005 were 4,652,871 tons of CO2e, and these had dropped to 3,042,422 tons of CO2e in 2018, a reduction of approximately 35% ((4,652,871-3,042,422)/4,652,871=35%).";NA;NA;"headquarters, Hsinchu plant, Chiahui Power Corporation (breakdown matches)";16;0,5625;0,5;2018;"2018-12-31";5579947,09;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;3919161;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fb-0e-0fb-0fb-0wbkq-0tc-0rec-0rca-2ak-2fakq-2axt-5ab";"Base year emissions check: -0wbkq: stated base year emissions are 16% lower than calculated base year emissions (C5.1 2019 | TOTAL 5524147.6191).; Found keyword(s): headquarters, Hsinchu plant, Chiahui Power Corporation; Organizational changes: Other: 1.0% increased in 2018, Divestment: 1.91% decrease in 2014";"22694-abs-S12L-2005-2025-1";"absolute";"fin+"
"637";22991;"Groupe PSA";"Investor";"public";"EU";"Financial services, Leisure & home manufacturing, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks, Furniture";"Transportation equipment";"Manufacturing";"Automobiles";"Abs 1";"Scope 1+2 (location-based)";90;26;2012;2013;681409;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";91;"Underway";"This target is based on the boundary of our PCA Division worldwide (with foundry activities), which comprised 90% of our total Scope 1+2 emissions in 2012. PCA is Groupe PSA's Automobile Division. This is not a science-based target because PSA chose not to disclose future output projections beyond 2020 due to the confidentiality of these strategic data.We reported the same target last year, under the same reference Abs1.";NA;NA;NA;12;0,416666666666667;2;2018;"2018-12-31";681410;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;1313956;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0fb-0za-7f-0zb-7f-0vk-0vo-0rab-0rce-0reb-0rce-0rcb-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 90% of calculated base year emissions (C5.1 2019 | TOTAL 613269). -0vo: stated base year emissions are 108% of calculated base year emissions (DWH 2013 | TOTAL 732571.2).; Organizational changes: Acquisitions: 115.0% increased in 2018, Change in boundary: 0.6% decrease in 2015, Other: 10.4% decrease in 2014,  Change in boundary: 1.8% decrease in 2014,  Acquisitions: 1.5% increase in 2014, Other: 3.7% increase in 2013";"22991-abs-S12L-2012-2025-1";"absolute";"fin+"
"638";22991;"Groupe PSA";"Investor";"public";"EU";"Financial services, Leisure & home manufacturing, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks, Furniture";"Transportation equipment";"Manufacturing";"Automobiles";"Abs 2";"Scope 2 (location-based)";90;100;2012;2013;681409;2050;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";16;"Underway";"Please note that compared to last year, Groupe PSA scope 1&2 targets have changed. It has been decided to significantly increase the level of ambitions by targeting carbon neutrality by 2050 (i.e.: net zero emissions). This target is based on the boundary of our PCA Division worldwide (with foundry activities, OV excluded), which comprises 90% of our 2012 Scope 1+2 emissions. PCA is Groupe PSA's Automobile Division. This target will be updated to take into account OV activities (cogeneration plants included) and will be submitted to SBTi in 2019.However, Groupe PSA considers this target as science-based since the level of reduction required to stay under 2C is between 49%-72% by 2050 from 2010 according to the IPCC Fifth Assessment Report.The Group's ambition to reduce and eventually eliminate GHG emissions relies on (1) reduced energy consumption through controlled production processes, (2) reduced factory land use through more compact workshops, (3) the use of carbon-free energy and eventually (4) the offsetting residual emissions.";NA;"Likely inclusion of RECs, ETS, or offsets";NA;37;0,135135135135135;2,63157894736842;2018;"2018-12-31";235196;"C5.1 2019 S2L";NA;NA;435943;"C6 2019 S2L";NA;NA;"-9cb-0e-0fa-0fa-0cd-0wak-0wao-0rab-0rce-0reb-0rce-0rcb-0rec-2ak-2fakz-5ac";"Base year emissions check: -0wak: stated base year emissions are 222% higher than calculated base year emissions (C5.1 2019 | TOTAL 211676.4). -0wao: stated base year emissions are 136% higher than calculated base year emissions (DWH 2013 | TOTAL 288878.4).; Organizational changes: Acquisitions: 115.0% increased in 2018, Change in boundary: 0.6% decrease in 2015, Other: 10.4% decrease in 2014,  Change in boundary: 1.8% decrease in 2014,  Acquisitions: 1.5% increase in 2014, Other: 3.7% increase in 2013";"22991-abs-S2L-2012-2050-1";"absolute";"fin+"
"639";23095;"Cielo SA";"Investor";"public";"Brazil";"Financial services, Specialized professional services";"Services";"Banks, Other financial";"Specialized professional services";"Services";"Other financial";"Abs 1";"Scope 1";75;1;2017;2018;1894,2;2018;"No, and we do not anticipate setting one in the next 2 years";0;"Expired";"Anualmente a Cielo realiza seu inventario de GEE (considerando as empresas Cielo, Visanet e Alianca) e de suas controladas (Braspag, Cateno, M4U e Merchant e-Solutions, com sede nos Estados Unidos) de modo que as emissoes representam as emissoes de todo o grupo. Portanto, ao adquirir 100% do capital social da Stelo, a Cielo elaborou seu inventario e o incluiu em seu inventario de emissoes. Logo, seguindo a premissa do ano anterior, incluimos as emissoes de 100% das operacoes contemplando Brasil e Estados Unidos. Porem, a meta foi elaborada cobrindo as operacoes no Brasil, portanto mais de 75%.As emissoes diretas de gases de efeito estufa - escopo 1, sao calculadas a partir do levantamento e consolidacao das seguintes fontes controladas pela Companhia: gases refrigerantes (utilizados em sistemas de refrigeracao), extintores de incendio e frota de veiculos proprios e alugados. Para efeito de comparabilidade, as emissoes de escopo 1, so para Cielo, Servinet e Alianca para o ano de 2018 totalizaram 2.288,93 tCO2, 20%, superiores a 2017. Esse aumento se deve ao fato da ampliacao da equipe comercial que utiliza frota propria/alugada para visitar os clientes e pela recarga de gas refrigerante nos aparelhos de ar-condicionado do predio onde esta localizada a matriz da Companhia. O aumento da equipe comercial se deve ao fato da alta competitividade do setor, impulsionando a revisao da estrategia comercial, e a recarga do gas a necessidade da refrigeracao.Vale ressaltar que o total relatado, 2.730,65 tCO2e, se refere a Cielo, Servinet, Alianca, Cateno, Braspag, M4U, Stelo e Merchant e-Solutions, enquanto a meta proposta considera apenas as operacoes no Brasil. Sendo assim, nao foi possivel atingir a meta da matriz que era manter as emissoes abaixo de 2 mil tCO2 superando-a em 14%. O resultado da meta 2018 e a meta proposta para 2019 estao disponiveis no relatorio de Sustentabilidade 2018, pagina 77, e na pagina de sustentabilidade https://www.cielo.com.br/sustentabilidade/meio-ambiente/ na secao metas.";NA;NA;"Merchant e-Solutions (breakdown matches)";0;NA;1;2018;"2018-12-31";1898,07;"C5.1 2018 S1";NA;NA;2730,64;"C5.1 2019 S1";NA;NA;"-0ab-0cb-0hb-0fb-0fb-0fb-0fb-0fb-0db-0wakq-0wamq-0wanq-0tb-0rcb-2ak-2am-2bn-2fakq-2axt-2bxt-5ab";"Base year emissions check: -0wakq: stated base year emissions are 33% higher than calculated base year emissions (C5.1 2018 | TOTAL 1423.5525). -0wamq: stated base year emissions are 33% higher than calculated base year emissions (C6 2019 | TOTAL 1423.5525). -0wanq: stated base year emissions are 33% higher than calculated base year emissions (CCDS 2018 | TOTAL 1423.5525).; Found keyword(s): Merchant e-Solutions; Organizational changes: Acquisitions: 0.34% increased in 2018";"23095-abs-S1-2017-2018-1";"absolute";"fin+"
