"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"project_year";"Target reference number";"Year target was set";"Target coverage";"Scope(s) (or Scope 3 category)";"Base year";"Covered emissions in base year (metric tons CO2e)";"Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category)";"Target year";"Targeted reduction from base year (%)";"Covered emissions in target year (metric tons CO2e) [auto-calculated]";"Covered emissions in reporting year (metric tons CO2e)";"% of target achieved [auto-calculated]";"Target status in reporting year";"Is this a science-based target?";"Target boundary accuracy";"Possible invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"access_BYE";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"access_Base_excl_scope3";"MRY emissions (100% of scope)";"MRY year emissions data source";"access_MRY_specific";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"Anticipated reduction in target year (tCO2e)";"Anticipated reduction in target year, excl. scope 3 (tCO2e)";"flag";"flag_notes";"T_ID";"priority_score";"priority_order";"Global S1";"Global S2M";"Global S2L";"Country/Region";"Country S1";"Country S2L";"Country S2M";"percent_alloc";"Country impact (excl. scope 3)";"Scope_short";"Scope_short_tmp";"percent_alloc_tmp"
40757;"IMA SpA";"Investor";"public";"Italy";"Powered machinery";"Manufacturing";"Industrial machinery";"Powered machinery";"Manufacturing";"Industrial machinery";2020;"Abs 1";2014;"Site/facility";"Scope 2 (market-based)";2013;2308.54;40;2022;100;0;2650.04;-14.792899408284;"Achieved";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;8;0.625;11.1111111111111;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;15652;"C6 2020 S2M";"public";NA;NA;2308.54;NA;"-0cb-0e-0cd-0zd-7f-0rce-0reb-0rcb-0rec-0rcb-0rec-0rcb-0reb-5ad";"Organizational changes: Change in boundary: 3.29% increased in 2019, Other: 10.6% decreased in 2018, Acquisitions: 1.67% increase in 2016,  Other: 3.33% increase in 2016, Acquisitions: 2.6% increase in 2015,  Other: 3% increase in 2015, Acquisitions: 0.97% increase in 2014,  Other: 7.37% decrease in 2014";"40757-abs-S2M-2013-2022-1";2.38634146341463;1;13154.44;15652;14153.24;"Global";13154.44;14153.24;15652;1;NA;"S2M";"S2M";1
40757;"IMA SpA";"Investor";"public";"Italy";"Powered machinery";"Manufacturing";"Industrial machinery";"Powered machinery";"Manufacturing";"Industrial machinery";2020;"Abs 2";2018;"Site/facility";"Scope 2 (market-based)";2017;2009.46;29.57;2022;100;0;2205.36;-9.74888776089099;"Achieved";"No, but we anticipate setting one in the next 2 years";"poor";NA;NA;4;0.25;20;2019;"2019-12-31";11007.17;"C5.1 2020 S2M";"public";NA;NA;NA;15652;"C6 2020 S2M";"public";NA;NA;2009.46;NA;"-0cb-0e-0cd-0zd-7f-0wbk-0wbm-0wbn-0rce-0reb-2ak-2am-2bn-2bxe-2fakz-5ac";"Base year emissions check: -0wbk: stated base year emissions are 38% lower than calculated base year emissions (C5.1 2020 | TOTAL 3254.820169). -0wbm: stated base year emissions are 38% lower than calculated base year emissions (C6 2018 | TOTAL 3255.000546). -0wbn: stated base year emissions are 38% lower than calculated base year emissions (CCDS 2018 | TOTAL 3255.000546).; Organizational changes: Change in boundary: 3.29% increased in 2019, Other: 10.6% decreased in 2018";"40757-abs-S2M-2017-2022-1";2.28204146341463;2;13154.44;15652;14153.24;"Global";13154.44;14153.24;15652;1;NA;"S2M";"S2M";1
40995;"Schaeffler";"Investor";"public";"Germany";"Electrical & electronic equipment, Metal products manufacturing, Powered machinery, Transportation equipment";"Manufacturing";"Automobiles, Electrical equipment, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 1";2019;"Other, please specify: The target covers production-related Scope 1+2 emissions from power, natural gas and propane consumption (certified by third party)";"Scope 1+2 (market-based)";2019;1026057;95;2024;75;256514.25;1026057;0;"New";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"annual";5;0;15;2019;"2019-12-31";1026057;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;1026057;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;769542.75;NA;"-0cb-0ma-0fa-0e-0fb-0zd-7f-5ad";NA;"40995-abs-S12M-2019-2024-1";3.34731707317073;1;190575;835482;1179534;"Global";190575;1179534;835482;1;NA;"S12M";"S12M";1
40995;"Schaeffler";"Investor";"public";"Germany";"Electrical & electronic equipment, Metal products manufacturing, Powered machinery, Transportation equipment";"Manufacturing";"Automobiles, Electrical equipment, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 1";2019;"Other, please specify: The target covers production-related Scope 1+2 emissions from power, natural gas and propane consumption (certified by third party)";"Scope 1+2 (market-based)";2019;1026057;95;2024;75;256514.25;1026057;0;"New";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"annual";5;0;15;2019;"2019-12-31";1026057;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;1026057;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;769542.75;NA;"-0cb-0ma-0fa-0e-0fb-0zd-7f-5ad";NA;"40995-abs-S12M-2019-2024-1";3.34731707317073;1;190575;NA;NA;"Global";190575;NA;NA;1;NA;"S12M";"S12M";NA
40995;"Schaeffler";"Investor";"public";"Germany";"Electrical & electronic equipment, Metal products manufacturing, Powered machinery, Transportation equipment";"Manufacturing";"Automobiles, Electrical equipment, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 1";2019;"Other, please specify: The target covers production-related Scope 1+2 emissions from power, natural gas and propane consumption (certified by third party)";"Scope 1+2 (market-based)";2019;1026057;95;2024;75;256514.25;1026057;0;"New";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"annual";5;0;15;2019;"2019-12-31";1026057;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;1026057;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;769542.75;NA;"-0cb-0ma-0fa-0e-0fb-0zd-7f-5ad";NA;"40995-abs-S12M-2019-2024-1";3.34731707317073;1;NA;835482;1179534;"Global";NA;1179534;835482;1;NA;"S12M";"S12M";NA
41714;"An Post";"Investor";"public";"Ireland";"Commercial & consumer services, Trading, wholesale, distribution, rental & leasing";"Retail, Services";"Commercial services, Dealers, wholesalers & distributors";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 1";2009;"Company-wide";"Scope 1";2009;4558;15;2020;33;3053.86;3769;52.4552235829112;"Underway";"No, and we do not anticipate setting one in the next 2 years";"good";NA;NA;11;0.909090909090909;3;2019;"2019-12-31";23361;"C5.1 2020 S1";"public";NA;NA;NA;25400;"C6 2020 S1";"public";NA;NA;1504.14;NA;"-0fa-0fa-0fa-0db-0zd-7f-0wakq-0rbd-0rbd-2ak-2fakq-5ab";"Base year emissions check: -0wakq: stated base year emissions are 30% higher than calculated base year emissions (C5.1 2020 | TOTAL 3504.15).; Organizational changes: Change in methodology: 100.0% decreased in 2019, Change in methodology: 5.0% decreased in 2017";"41714-abs-S1-2009-2020-2";1.79536585365854;3;25400;0;4813;"Global";25400;4813;0;1;NA;"S1";"S1";1
41714;"An Post";"Investor";"public";"Ireland";"Commercial & consumer services, Trading, wholesale, distribution, rental & leasing";"Retail, Services";"Commercial services, Dealers, wholesalers & distributors";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 3";2009;"Company-wide";"Scope 1";2009;18813;84;2020;0;18813;21615;NA;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;"Ireland (breakdown matches)";11;0.909090909090909;0;2019;"2019-12-31";23361;"C5.1 2020 S1";"public";NA;NA;NA;25400;"C6 2020 S1";"public";NA;NA;0;NA;"-6c-0fb-0fb-0ce-0za-7gb-0zb-7gb-0zc-7gb-0zd-7f-0vk-0ta-0rbd-0rbd-6fm-5aa";"Missing info: % of target achieved [auto-calculated]; Base year emissions check: -0vk: stated base year emissions are 104% of calculated base year emissions (C5.1 2020 | TOTAL 19623.24).; Found keyword(s): Ireland; Organizational changes: Change in methodology: 100.0% decreased in 2019, Change in methodology: 5.0% decreased in 2017";"41714-abs-S1-2009-2020-1";2.15536585365854;2;25400;0;4813;"Global";25400;4813;0;1;NA;"S1";"S1";1
44710;"Melco Resorts & Entertainment";"Investor";"public";"China, Hong Kong Special Administrative Region";"Bars, hotels & restaurants, Entertainment facilities";"Hospitality";"Food & beverage amenities, Gambling, Hotels & lodging";"Entertainment facilities";"Hospitality";"Gambling";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (market-based)";2016;380461;100;2030;96;15218.44;29192;96.1741698448286;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;12;0.0833333333333333;6.85714285714286;2019;"2019-12-31";380460;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;29192;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;365242.56;NA;"-0hb-0e-0e-0fa-0zc-7f-0zd-7f-0vk-0vm-2ea-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 380460). -0vm: stated base year emissions are 99% of calculated base year emissions (C6 2019 | TOTAL 376807).";"44710-abs-S12M-2016-2030-1";3.61024390243902;1;29192;0;263055;"Global";29192;263055;0;1;NA;"S12M";"S12M";1
44710;"Melco Resorts & Entertainment";"Investor";"public";"China, Hong Kong Special Administrative Region";"Bars, hotels & restaurants, Entertainment facilities";"Hospitality";"Food & beverage amenities, Gambling, Hotels & lodging";"Entertainment facilities";"Hospitality";"Gambling";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (market-based)";2016;380461;100;2030;96;15218.44;29192;96.1741698448286;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;12;0.0833333333333333;6.85714285714286;2019;"2019-12-31";380460;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;29192;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;365242.56;NA;"-0hb-0e-0e-0fa-0zc-7f-0zd-7f-0vk-0vm-2ea-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 380460). -0vm: stated base year emissions are 99% of calculated base year emissions (C6 2019 | TOTAL 376807).";"44710-abs-S12M-2016-2030-1";3.61024390243902;1;NA;0;263055;"Global";NA;263055;0;1;NA;"S12M";"S12M";NA
46702;"MUNTONS PLC";"Supply Chain";"public";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2020;"Abs 1";2010;"Country/region";"Scope 1+2 (market-based)";2010;48320;100;2025;45;26576;44164;19.1133186166299;"Achieved";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;15;0.6;3;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21744;NA;"-0e-0fa-0fa-0za-7f-0zb-7f-0zc-7f-0zd-7f-5ad";NA;"46702-abs-S12M-2010-2025-1";3.09780487804878;1;36128;NA;NA;"Global";36128;NA;NA;1;NA;"S12M";"S12M";NA
46702;"MUNTONS PLC";"Supply Chain";"public";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2020;"Abs 1";2010;"Country/region";"Scope 1+2 (market-based)";2010;48320;100;2025;45;26576;44164;19.1133186166299;"Achieved";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;15;0.6;3;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21744;NA;"-0e-0fa-0fa-0za-7f-0zb-7f-0zc-7f-0zd-7f-5ad";NA;"46702-abs-S12M-2010-2025-1";3.09780487804878;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12M";"S12M";NA
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 1";2016;"Company-wide";"Scope 1";2016;3114663;100;2050;50;1557331.5;3473897;-23.0672788677298;"Underway";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;34;0.0882352941176471;1.47058823529412;2019;"2019-12-31";3114663;"C5.1 2020 S1";"public";NA;NA;NA;3473897;"C6 2020 S1";"public";NA;NA;1557331.5;NA;"-0cb-0zc-7f-0zd-7f-0vk-0vo-0rce-0rcd-0rcb-0rab-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 3114663). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 3114663).; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S1-2016-2050-1";2.83;1;3473897;NA;NA;"Global";3473897;NA;NA;1;NA;"S1";"S1";1
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 1";2016;"Company-wide";"Scope 1";2016;3114663;100;2050;50;1557331.5;3473897;-23.0672788677298;"Underway";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;34;0.0882352941176471;1.47058823529412;2019;"2019-12-31";3114663;"C5.1 2020 S1";"public";NA;NA;NA;3473897;"C6 2020 S1";"public";NA;NA;1557331.5;NA;"-0cb-0zc-7f-0zd-7f-0vk-0vo-0rce-0rcd-0rcb-0rab-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 3114663). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 3114663).; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S1-2016-2050-1";2.83;1;3473897;NA;1190;"Global";3473897;1190;NA;1;NA;"S1";"S1";1
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 1";2016;"Company-wide";"Scope 1";2016;3114663;100;2050;50;1557331.5;3473897;-23.0672788677298;"Underway";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;34;0.0882352941176471;1.47058823529412;2019;"2019-12-31";3114663;"C5.1 2020 S1";"public";NA;NA;NA;3473897;"C6 2020 S1";"public";NA;NA;1557331.5;NA;"-0cb-0zc-7f-0zd-7f-0vk-0vo-0rce-0rcd-0rcb-0rab-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 3114663). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 3114663).; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S1-2016-2050-1";2.83;1;NA;NA;1190;"Global";NA;1190;NA;1;NA;"S1";"S1";NA
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 2";2016;"Company-wide";"Scope 1";2016;578397;16;2025;10;520557.3;499865;135.775254712594;"Achieved";"No, but we anticipate setting one in the next 2 years";"good";NA;NA;9;0.333333333333333;1.11111111111111;2019;"2019-12-31";3114663;"C5.1 2020 S1";"public";NA;NA;NA;3473897;"C6 2020 S1";"public";NA;NA;57839.7;NA;"-0ca-0za-7ga-0zc-7f-0zd-7f-0wakq-0waoq-0rce-0rcd-0rcb-0rab-2ak-2fakq-5ab";"Base year emissions check: -0wakq: stated base year emissions are 16% higher than calculated base year emissions (C5.1 2020 | TOTAL 498346.08). -0waoq: stated base year emissions are 16% higher than calculated base year emissions (DWH 2017 | TOTAL 498346.08).; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S1-2016-2025-1";1.57780487804878;2;3473897;NA;NA;"Global";3473897;NA;NA;1;NA;"S1";"S1";1
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 2";2016;"Company-wide";"Scope 1";2016;578397;16;2025;10;520557.3;499865;135.775254712594;"Achieved";"No, but we anticipate setting one in the next 2 years";"good";NA;NA;9;0.333333333333333;1.11111111111111;2019;"2019-12-31";3114663;"C5.1 2020 S1";"public";NA;NA;NA;3473897;"C6 2020 S1";"public";NA;NA;57839.7;NA;"-0ca-0za-7ga-0zc-7f-0zd-7f-0wakq-0waoq-0rce-0rcd-0rcb-0rab-2ak-2fakq-5ab";"Base year emissions check: -0wakq: stated base year emissions are 16% higher than calculated base year emissions (C5.1 2020 | TOTAL 498346.08). -0waoq: stated base year emissions are 16% higher than calculated base year emissions (DWH 2017 | TOTAL 498346.08).; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S1-2016-2025-1";1.57780487804878;2;3473897;NA;1190;"Global";3473897;1190;NA;1;NA;"S1";"S1";1
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 2";2016;"Company-wide";"Scope 1";2016;578397;16;2025;10;520557.3;499865;135.775254712594;"Achieved";"No, but we anticipate setting one in the next 2 years";"good";NA;NA;9;0.333333333333333;1.11111111111111;2019;"2019-12-31";3114663;"C5.1 2020 S1";"public";NA;NA;NA;3473897;"C6 2020 S1";"public";NA;NA;57839.7;NA;"-0ca-0za-7ga-0zc-7f-0zd-7f-0wakq-0waoq-0rce-0rcd-0rcb-0rab-2ak-2fakq-5ab";"Base year emissions check: -0wakq: stated base year emissions are 16% higher than calculated base year emissions (C5.1 2020 | TOTAL 498346.08). -0waoq: stated base year emissions are 16% higher than calculated base year emissions (DWH 2017 | TOTAL 498346.08).; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S1-2016-2025-1";1.57780487804878;2;NA;NA;1190;"Global";NA;1190;NA;1;NA;"S1";"S1";NA
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 3";2016;"Country/region";"Scope 2 (location-based)";2016;2.05;7;2025;50;1.025;0.14;186.341463414634;"Achieved";"No, but we anticipate setting one in the next 2 years";"poor";NA;"Sweden (breakdown matches)";9;0.333333333333333;5.55555555555556;2019;"2019-12-31";509;"C5.1 2020 S2L";"public";NA;NA;NA;1190;"C6 2020 S2L";"public";NA;NA;1.025;NA;"-0ca-0za-7ga-0zc-7ga-0zd-7f-0wbk-0wbo-0ta-0rce-0rcd-0rcb-0rab-2ak-2fakz-2axt-5ac";"Base year emissions check: -0wbk: stated base year emissions are 94% lower than calculated base year emissions (C5.1 2020 | TOTAL 35.63). -0wbo: stated base year emissions are 94% lower than calculated base year emissions (DWH 2017 | TOTAL 35.63).; Found keyword(s): Sweden; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S2L-2016-2025-1";1.55780487804878;3;3473897;NA;NA;"Global";3473897;NA;NA;1;NA;"S2L";"S2L";NA
46842;"Grimaldi Group";"Supply Chain";"public";"Italy";"Marine transport";"Transportation services";"Marine freight";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 3";2016;"Country/region";"Scope 2 (location-based)";2016;2.05;7;2025;50;1.025;0.14;186.341463414634;"Achieved";"No, but we anticipate setting one in the next 2 years";"poor";NA;"Sweden (breakdown matches)";9;0.333333333333333;5.55555555555556;2019;"2019-12-31";509;"C5.1 2020 S2L";"public";NA;NA;NA;1190;"C6 2020 S2L";"public";NA;NA;1.025;NA;"-0ca-0za-7ga-0zc-7ga-0zd-7f-0wbk-0wbo-0ta-0rce-0rcd-0rcb-0rab-2ak-2fakz-2axt-5ac";"Base year emissions check: -0wbk: stated base year emissions are 94% lower than calculated base year emissions (C5.1 2020 | TOTAL 35.63). -0wbo: stated base year emissions are 94% lower than calculated base year emissions (DWH 2017 | TOTAL 35.63).; Found keyword(s): Sweden; Organizational changes: Change in boundary: 0.19% increased in 2019,  Change in methodology: 0.22% decreased in 2019,  Acquisitions: 0.24% decreased in 2019, Acquisitions: 9.0% increased in 2018";"46842-abs-S2L-2016-2025-1";1.55780487804878;3;3473897;NA;1190;"Global";3473897;1190;NA;1;NA;"S2L";"S2L";1
