"nr_countries";"account_id";"company_name";"Scope(s) (or Scope 3 category)";"Base year";"Target year";"Target coverage";"Targeted reduction from base year (%)";"BY_covered";"BY_100";"BY_100_excl_scope3";"MRY_100";"MRY_100_scope3"
1;23126;"Sweco AB";"Scope 1+2 (market-based) +3 (upstream & downstream)";2020;2030;"Country/region";100;999999999;0;1999999998;1999999998;0
1;23126;"Sweco AB";"Scope 1+2 (market-based) +3 (upstream & downstream)";2020;2040;"Company-wide";100;999999999999;0;1999999998;1999999998;0
1;23126;"Sweco AB";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2020;2023;"Business activity";60;999999999;0;0;0;0
2;23128;"Stockmann Oyj";"Scope 1+2 (market-based)";2017;2023;"Business division";100;28842;98340;0;59600;0
2;23128;"Stockmann Oyj";"Scope 2 (market-based)";2016;2020;"Business division";4;26448;95800;0;58000;0
8;23130;"Vaisala Oyj";"Scope 2 (market-based)";2014;2020;NA;90;52288;0;0;5451.2;0
12;23132;"Equinor";"Scope 1";2012;2030;"Company-wide";100;2033772;184351200;0;176631192;0
13;23132;"Equinor";"Scope 1+2 (location-based)";2005;2030;"Country/region";40;170014000;0;0;194151620;0
13;23132;"Equinor";"Scope 1+2 (location-based)";2005;2040;"Country/region";70;170014000;0;0;194151620;0
13;23132;"Equinor";"Scope 3 (upstream & downstream)";2008;2050;"Company-wide";50;51235340;0;0;3366940174;0
13;23132;"Equinor";"Scope 3: Upstream transportation & distribution";2005;2030;"Country/region";50;12821562;0;0;2600000;0
4;23140;"OP Financial Group";"Scope 1+2 (location-based)";2011;2025;"Company-wide";100;139388;0;0;89816;0
1;23142;"Orion Oyj";"Scope 1+2 (market-based)";2016;2025;"Company-wide";75;44459;44459;0;0;0
2;23143;"Oriola Oyj";"Scope 1+2 (market-based) +3 (upstream)";2019;2030;"Company-wide";47;13290;16342;4770;16342;4770
3;23197;"Hormel Foods";"Scope 1+2 (location-based)";2011;2020;"Business activity";10;2481000;4334490;0;3911853;0
49;23206;"Wood Plc";"Scope 1+2 (market-based)";2019;2030;"Company-wide";40;8799763;27389205.62;0;27389205.62;0
6;23214;"J Sainsbury Plc";"Scope 1+2 (market-based)";2006;2020;"Company-wide";30;9326952;9326952;0;5107056;0
6;23214;"J Sainsbury Plc";"Scope 1+2 (market-based)";2006;2030;"Company-wide";50;9326952;9326952;0;5107056;0
6;23214;"J Sainsbury Plc";"Scope 1+2 (market-based)";2006;2050;"Company-wide";80;9326952;9326952;0;5107056;0
6;23214;"J Sainsbury Plc";"Scope 1+2 (market-based) +3 (upstream & downstream)";2020;2040;"Company-wide";100;5107056;190614288;5107056;190614288;5107056
1;23217;"Healthpeak Properties, Inc.";"Scope 1+2 (market-based)";2018;2019;"Company-wide";1;353244;353244;0;346527.49;0
1;23270;"TOYOTA CAETANO";"Scope 1+2 (location-based)";2016;2021;"Site/facility";10.5;1852.2;2144.19;0;2397.41;0
1;23270;"TOYOTA CAETANO";"Scope 1+2 (location-based)";2016;2031;"Site/facility";31.5;291.99;2144.19;0;2397.41;0
1;23270;"TOYOTA CAETANO";"Scope 1+2 (market-based)";2016;2021;"Site/facility";70;1852.2;2144.19;0;1193.64;0
1;23270;"TOYOTA CAETANO";"Scope 1+2 (market-based)";2016;2031;"Site/facility";50;291.99;2144.19;0;1193.64;0
4;23276;"Avis Budget Group";"Scope 1+2 (market-based)";2018;2030;"Company-wide";30;27489656;27489656;0;27985548;0
2;23292;"Investec Limited";"Scope 1+2 (location-based)";2008;2020;"Site/facility";35;11070;0;0;60288;0
2;23292;"Investec Limited";"Scope 2 (location-based)";2014;2020;"Site/facility";10;45436;76986;0;58302;0
26;23318;"Barry Callebaut AG";"Scope 1+2 (market-based) +3 (upstream)";2018;2025;"Company-wide";35;236600000;236844946;7962266;220863734;7622134
3;23504;"Charles Komar & Sons";"Scope 1+2 (location-based) +3 (upstream)";2018;2025;"Company-wide";20;311672.25;310368.48;20586.54;121336.17;33423.33
2;23612;"All Access Apparel, Inc.";"Scope 1+2 (location-based)";2013;2021;"Company-wide";22.73;473.64;473.64;0;396.96;0
2;23612;"All Access Apparel, Inc.";"Scope 3: Business travel";2013;2020;NA;25;1940.1;1940.1;0;804.12;0
6;28576;"Perrigo Company plc";"Scope 1+2 (location-based)";2015;2020;"Company-wide";15;1105155.96;1105155.972;0;854808;0
1;28584;"Unipart";"Scope 1+2 (market-based)";2018;2019;"Company-wide";10;16183;0;0;25298;0
14;28620;"Adler Pelzer Group";"Scope 1+2 (location-based)";2017;2019;"Country/region";23.81;105528.22;105528.164;0;80408.44;0
2;28625;"Azure Wave Technologies, Inc.";"Scope 3: Purchased goods & services";2018;2019;"Company-wide";99.05;30095.18;0;0;0;0
12;28692;"West Pharmaceutical Services";"Scope 1+2 (market-based)";2018;2023;NA;10;1654872;1654872;0;0;0
1;28760;"ENCIRC";"Scope 1+2 (location-based)";2019;2043;"Company-wide";100;311117.79;311118;0;311118;0
5;28800;"CABOT MICROELECTRONICS CORP";"Scope 2 (market-based)";2014;2019;"Company-wide";5;87960;87960;0;0;0
1;28840;"Tessy Plastics";"Scope 1+2 (location-based)";2016;2025;"Company-wide";20;12266.21;12266.21;0;11156.16;0
1;28840;"Tessy Plastics";"Scope 3 (upstream)";2016;2035;"Company-wide";20;632.19;3212.74;0;4833.17;0
2;28853;"DAVEY TREE EXPERT";"Scope 1+2 (location-based)";2017;2022;NA;35;143.8;0;0;0;0
10;28924;"Syniverse";"Scope 2 (market-based)";2010;2020;"Company-wide";27.8;103360;0;0;49650;0
10;28924;"Syniverse";"Scope 3: Business travel";2010;2020;"Company-wide";38.1;66780;55794460;0;18900;0
1;28973;"Accurate Box";"Scope 2 (location-based)";2018;2019;"Company-wide";10;4332;0;0;4005;0
1;28982;"Fiege";"Scope 2 (location-based)";2018;2018;NA;3;3555;0;0;0;0
9;29054;"Autajon";"Scope 1+2 (market-based)";2018;2022;"Company-wide";2;216189;59733;0;0;0
1;29064;"Tubex";"Scope 1+2 (market-based)";2018;2019;"Site/facility";1;10234;10233;0;9806;0
1;29524;"THOMAS GREG & SONS GRAFICA E SERV E";"Scope 1";2019;2019;"Company-wide";4.29;427.68;427.68;0;427.68;0
1;29524;"THOMAS GREG & SONS GRAFICA E SERV E";"Scope 2 (location-based)";2019;2019;"Company-wide";2;388.21;388.21;0;388.21;0
1;29524;"THOMAS GREG & SONS GRAFICA E SERV E";"Scope 3: Business travel";2019;2021;"Company-wide";2;208.32;208.32;0;208.32;0
1;29575;"COOPERATIVA DE TRANSPORTE DE CARGAS";"Scope 2 (location-based)";2019;2020;"Company-wide";NA;146;146;0;146;0
1;29744;"Tospo";"Scope 1+2 (location-based)";2020;2021;"Company-wide";5;1670;1720;0;1720;0
1;29751;"Curtis Packaging Corporation";"Scope 1";2010;2020;"Company-wide";20;2403.13;654.2;0;392.1;0
5;29787;"HCP Packaging";"Scope 1+2 (location-based)";2019;2030;"Company-wide";5;428827.15;428827.15;0;428827.15;0
1;29789;"Cenovus Energy Inc.";"Scope 1+2 (location-based)";2019;2030;"Company-wide";0;8799032.74;8799032.74;0;8799032.74;0
33;29807;"Synopsys, Inc.";"Scope 1+2 (market-based)";2018;2024;"Company-wide";25;1184403;1184422.767;0;1169252.37;0
5;29879;"Grupo Logista";"Scope 1+2 (market-based)";2013;2030;"Company-wide";30;224430;224425;0;194530;0
5;29879;"Grupo Logista";"Scope 1+2 (market-based)";2013;2050;"Company-wide";50;224430;224425;0;194530;0
1;29901;"ENEOS Holdings, Inc.";"Scope 1+2 (market-based)";2009;2030;"Company-wide";43.79;23222587;0;0;27519986.74;0
1;29901;"ENEOS Holdings, Inc.";"Scope 3 (upstream & downstream)";2009;2030;"Other, please specify: <U+30B0><U+30EB><U+30FC><U+30D7><U+5185><U+5168><U+4F53><U+306E>92%<U+3092><U+5360><U+3081><U+308B>ENEOS<U+306E><U+307F><U+3067><U+7B97><U+51FA>";0.57;211000000;0;0;247696745;0
2;29943;"Ernst & Young LLP (USA)";"Scope 1+2 (location-based)";2015;2020;"Country/region";12;86902;86902;0;86334.26;0
2;29943;"Ernst & Young LLP (USA)";"Scope 3: Business travel";2015;2020;"Country/region";12;372052;0;0;440336;0
9;29979;"Fruit of the Loom";"Scope 1+2 (market-based)";2018;2030;"Company-wide";30;1462699.08;1462699.08;0;1310864.67;0
1;30003;"Genfoot America Inc";"Scope 1+2 (location-based)";2009;2020;NA;18;340;0;0;0;0
3;30047;"Garan Manufacturing Corp";"Scope 1+2 (location-based)";2008;2023;"Company-wide";25;16846.56;16846.56;0;12989.871;0
6;30047;"Garan Manufacturing Corp";"Scope 2 (location-based)";2016;2025;"Company-wide";25;8133.42;24579.6;0;22842.342;0
1;30086;"Islam Garments Ltd";"Scope 1";2017;2025;"Site/facility";20;1969;0;0;1530;0
11;30108;"Hanesbrands Inc.";"Scope 1+2 (market-based)";2007;2020;"Company-wide";40;4454417;4454417;0;2577509;0
11;30108;"Hanesbrands Inc.";"Scope 1+2 (market-based)";2007;2030;"Company-wide";50;4454417;4454417;0;2577509;0
1;30114;"Calson Investment Limit";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2017;2020;"Site/facility";2;0;0;0;0;0
3;30119;"Yakjin Trading Corp";"Scope 1+2 (location-based)";2017;2024;"Company-wide";20;191620.71;191620.71;0;202404.03;0
2;30125;"Silgan Plastics";"Scope 1+2 (location-based)";2014;2020;"Company-wide";13;343750;358516;0;372899.4;0
5;30131;"Iron Mountain Inc.";"Scope 1+2 (market-based) +3 (upstream & downstream)";2016;2025;"Company-wide";20;1672905;4819539.9;1529695;15625601.855;1102355
3;30215;"Ørsted";"Scope 3 (upstream & downstream)";2018;2032;"Company-wide";50;108702000;108703200;0;101592420;0
1;30498;"DW Morgan, LLC";"Scope 1";2012;2020;"Company-wide";20;4548;4548;0;1605.7;0
1;30867;"Crown Prince";"Scope 2 (market-based)";2012;2020;"Company-wide";75;62.97;0;0;12.42;0
5;31267;"Nordic Semiconductor ASA";"Scope 1+2 (market-based)";2019;2025;"Company-wide";75;2990;2990.765;0;2990.765;0
5;31267;"Nordic Semiconductor ASA";"Scope 2 (market-based)";2018;2023;"Site/facility";100;37;0;0;2990.765;0
5;31267;"Nordic Semiconductor ASA";"Scope 2 (market-based)";2019;2024;"Site/facility";100;2285;2990.765;0;2990.765;0
4;31270;"TietoEVRY";"Other, please specify: Scope1+2(location-based)+Scope 3 all relevant";2011;2050;"Business division";90;59104;0;0;0;0
4;31270;"TietoEVRY";"Other, please specify: Scope1+2(location)+Scope 3 all relevant emissions";2011;2030;"Business division";75;59104;0;0;0;0
1;31273;"Iren SpA";"Scope 1+2 (market-based)";2019;2030;"Company-wide";11;3975654;4098663;0;4098663;0
1;31273;"Iren SpA";"Scope 1+2 (market-based)";2019;2035;"Company-wide";29.5;3975654;4098663;0;4098663;0
40;31284;"Pandora A/S";"Scope 2 (location-based)";2019;2020;"Business division";100;1469080;2855760;0;2855760;0
18;31285;"Maire Tecnimont SpA";"Scope 1+2 (location-based) +3 (upstream & downstream)";2018;2023;"Company-wide";20;5291388;4565934;0;4666248;3940794
3;31289;"Piaggio & C SpA";"Scope 1";2017;2020;"Other, please specify: The target refers to the combined scope 1 emissions of Pontedera and Baramati plants.";23;38571;54843;0;54303;0
3;31289;"Piaggio & C SpA";"Scope 2 (location-based)";2017;2020;"Other, please specify: The target refers to the combined scope 2 emissions of Pontedera and Baramati plants.";9;103977;127926;0;143706;0
6;31290;"ASTM SpA";"Scope 1+2 (market-based)";2019;2030;"Company-wide";27.5;561030;561030;0;561030;0
6;31290;"ASTM SpA";"Scope 2 (location-based)";2017;2021;"Business division";16;188202;196902;0;251094;0
1;31303;"COFCO Malt (Dalian) Co., Ltd";"Scope 1";2016;2026;NA;5;250000;0;0;249900;0
11;31309;"Brembo SpA";"Scope 1+2 (market-based)";2015;2025;"Company-wide";19;4839307;4839307;0;5362629.8;0
11;31309;"Brembo SpA";"Scope 1+2 (market-based)";2015;2040;"Company-wide";41;4839307;4839307;0;5362629.8;0
11;31309;"Brembo SpA";"Scope 1+2 (market-based)";2018;2028;"Company-wide";23;5725137;6427201;0;5362629.8;0
11;31309;"Brembo SpA";"Scope 1+2 (market-based)";2018;2045;"Company-wide";50;5725137;6427201;0;5362629.8;0
1;31326;"China Petrochemical Development Corp.";"Scope 1+2 (location-based)";2005;2025;"Company-wide";20;2600295.3;2603464;0;1915909.8;0
1;31326;"China Petrochemical Development Corp.";"Scope 1+2 (location-based)";2005;2050;"Company-wide";50;2600295.3;2603464;0;1915909.8;0
1;31341;"Life Healthcare Group Holdings Ltd";"Scope 2 (location-based)";2012;2018;"Business division";12;173583;135970;0;0;0
2;31360;"Befimmo SA";"Scope 1";2016;2030;"Company-wide";53;25619.2;25619.2;0;20907.6;0
2;31360;"Befimmo SA";"Scope 2 (location-based)";2016;2030;"Company-wide";23;9644.6;9644.6;0;7703.2;0
2;31360;"Befimmo SA";"Scope 2 (market-based)";2016;2021;"Company-wide";100;98;98;0;55.8;0
2;31360;"Befimmo SA";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2016;2030;"Company-wide";22;12697.4;15218;0;10334.2;0
1;31393;"Banco Santander Brasil";"Other, please specify: Scope 2: location-based and market-based";2018;2025;"Company-wide";100;17227;0;0;0;0
1;31393;"Banco Santander Brasil";"Scope 1+2 (market-based)";2018;2025;"Company-wide";48;38834.84;18769;0;17322.31;0
1;31416;"Aedifica SA";"Scope 1+2 (location-based)";2017;2025;"Company-wide";10;0;8793;0;23437;0
1;31426;"Capital & Counties Properties";"Scope 1+2 (location-based)";2018;2019;"Company-wide";3;1794;1794;0;1458;0
1;31448;"Jupiter Fund Management";"Scope 1+2 (location-based)";2018;2019;"Country/region";1;462.47;462.47;0;485.57;0
17;31463;"Superdry";"Scope 2 (market-based)";2014;2020;"Company-wide";100;126462.66;0;0;3394.543;0
54;31497;"CenturyLink";"Scope 1+2 (market-based)";2018;2025;"Company-wide";18;125566397.1;125566397.1;0;115551959.4;0
54;31497;"CenturyLink";"Scope 3 (upstream)";2018;2025;"Company-wide";10;95920303.68;99167939.28;0;82127983.86;0
1;31514;"SK Holdings";"Scope 1+2 (location-based)";2018;2025;"Company-wide";20;67601;67601;0;63876.7;0
13;31538;"MS&AD Insurance Group Holdings, Inc.";"Scope 1+2 (market-based)";2009;2020;"Company-wide";30;1460680;0;0;1157728;0
13;31538;"MS&AD Insurance Group Holdings, Inc.";"Scope 1+2 (market-based)";2009;2030;"Company-wide";40;1460680;0;0;1157728;0
13;31538;"MS&AD Insurance Group Holdings, Inc.";"Scope 1+2 (market-based)";2009;2050;"Company-wide";70;1460680;0;0;1157728;0
4;31544;"Sogefi SpA";"Scope 2 (location-based)";2019;2020;"Business division";5;63832;258960;0;258960;0
4;31544;"Sogefi SpA";"Scope 2 (location-based)";2019;2022;"Business division";10;13444;258960;0;258960;0
1;31563;"ALBARAKA TÜRK KATILIM BANKASI A.S.";"Scope 1+2 (location-based)";2017;2023;"Company-wide";30;12763;12763;0;11809.87;0
1;31563;"ALBARAKA TÜRK KATILIM BANKASI A.S.";"Scope 1+2 (location-based)";2017;2030;"Company-wide";45;12763;12763;0;11809.87;0
1;31563;"ALBARAKA TÜRK KATILIM BANKASI A.S.";"Scope 1+2 (location-based) +3 (upstream & downstream)";2017;2030;"Company-wide";25;14906.9;14906;12763;14710.93;11809.87
2;31648;"Capital Power Corporation";"Scope 1";2005;2030;"Company-wide";10;23955052;0;0;25314550;0
1;31652;"Klövern";"Scope 1+2 (market-based) +3 (upstream)";2018;2025;"Company-wide";100;14285;13571;11361;14524;11498
1;31723;"Mando Corp.";"Scope 1+2 (location-based)";2019;NA;"Country/region";NA;112328;103523.565;0;103523.565;0
1;31735;"Korea District Heating Corp.";"Scope 1+2 (location-based)";2012;2026;"Company-wide";6.75;2834628;0;0;5635203;0
2;31761;"ZORLU ENERJI ELEKTRIK ÜRETIM A.S.";"Scope 1+2 (location-based)";2015;2025;"Business division";17;1472759;2322200;0;3130210;0
1;31823;"Frontera Energy Corp";"Scope 1";2018;2022;"Country/region";15;512632;512632;0;500418;0
6;31831;"Bausch Health Cos. Inc.";"Scope 2 (market-based)";2010;2025;NA;10;7607808;6458640;0;0;0
4;31854;"Kindred Group";"Scope 1+2 (market-based)";2018;2023;"Company-wide";85;9096;0;0;9732;0
4;31854;"Kindred Group";"Scope 3: Business travel";2018;2023;"Company-wide";30;16366;16368;0;14344.32;0
1;31876;"Talanx AG";"Scope 1+2 (location-based)";2018;2025;"Country/region";29.4;29725;63491.9;0;69064.2;0
6;31884;"SCREEN Holdings CO., Ltd.";"Scope 1+2 (market-based)";2018;2030;"Company-wide";30;303396;328656;0;328752;0
6;31884;"SCREEN Holdings CO., Ltd.";"Scope 3: Use of sold products";2018;2030;"Company-wide";20;15618000;13835310;0;12894000;0
1;31888;"Ecorodovias Infraestrutura e Logística S.A";"Scope 1";2017;2019;"Company-wide";0.5;8236670;8.236;0;30126.65;0
1;31888;"Ecorodovias Infraestrutura e Logística S.A";"Scope 1+2 (location-based)";2015;2025;"Company-wide";4;9381.31;18720;0;32310.25;0
9;31907;"Otsuka Holdings Co., Ltd.";"Scope 1+2 (market-based)";2017;2030;"Company-wide";30;7361541;7361541;0;7386912;0
8;31917;"Amadeus IT Group, S.A.";"Scope 1+2 (market-based)";2015;2020;"Company-wide";0;254456;254456;0;0;0
8;31917;"Amadeus IT Group, S.A.";"Scope 1+2 (market-based)";2015;2030;"Company-wide";100;254456;254456;0;0;0
6;31965;"Palfinger AG";"Scope 1+2 (market-based)";2015;2030;"Company-wide";25;322176;322175.7;0;0;0
9;32014;"Tata Consumer Products Ltd";"Scope 1+2 (location-based)";2010;2020;"Company-wide";35;346581;0;0;257400;0
9;32014;"Tata Consumer Products Ltd";"Scope 2 (location-based)";2015;2030;"Business division";50;172872;355413.06;0;151821;0
1;32044;"First Pacific";"Scope 1+2 (location-based) +3 (upstream)";2019;2021;"Company-wide";10;170.9;264.5;77.3;264.5;77.3
7;32143;"Lululemon Athletica Inc.";"Scope 1+2 (market-based)";2018;2030;"Company-wide";60;127736;127736;0;138964;0
9;32296;"Kimball Electronics";"Scope 1";2018;2019;"Site/facility";6;2709;11910.15;0;11129.85;0
9;32296;"Kimball Electronics";"Scope 2 (location-based)";2018;2019;"Site/facility";2;82863.36;456759;0;457319.43;0
9;32296;"Kimball Electronics";"Scope 2 (location-based)";2018;2019;"Site/facility";5;87162.57;456759;0;457319.43;0
9;32296;"Kimball Electronics";"Scope 2 (location-based)";2019;2020;"Site/facility";3.5;94086;457319.43;0;457319.43;0
9;32296;"Kimball Electronics";"Scope 2 (location-based)";2019;2020;"Site/facility";4;81877.68;457319.43;0;457319.43;0
9;32296;"Kimball Electronics";"Scope 3: Waste generated in operations";2018;2019;"Site/facility";0;3393;12161.52;0;12649.05;0
9;32296;"Kimball Electronics";"Scope 3: Waste generated in operations";2019;2020;"Country/region";0;3762;12649.05;0;12649.05;0
9;32296;"Kimball Electronics";"Scope 3: Waste generated in operations";2019;2020;"Site/facility";1.5;1980;12649.05;0;12649.05;0
13;32334;"Signify NV";"Scope 1+2 (market-based)";2015;2030;"Company-wide";70;4648566;4648579;0;2314754;0
13;32334;"Signify NV";"Scope 3: Use of sold products";2015;2030;"Company-wide";30;6326087989;0;0;3680429987;0
9;32481;"UPM-Kymmene Corporation";"Scope 1+2 (market-based)";2015;2030;"Company-wide";65;61200000;63540000;0;54000000;0
1;32490;"American Water Works";"Scope 1+2 (location-based)";2007;2025;"Company-wide";40;853676;853676;0;583360;0
56;32491;"Motorola Solutions";"Scope 1+2 (location-based)";2016;2022;"Company-wide";31;6917624;6916000;0;4534992;0
16;32498;"Abengoa";"Scope 1+2 (location-based)";2017;2023;"Company-wide";5;33130080;33130080;0;41247712;0
16;32498;"Abengoa";"Scope 3 (downstream)";2018;2023;"Company-wide";5;1948960;0;0;0;0
16;32498;"Abengoa";"Scope 3: Purchased goods & services";2017;2023;"Company-wide";5;7584416;0;0;3709520;0
2;32533;"Integrated Device Technology, Inc.";"Scope 1+2 (location-based)";2012;2019;"Site/facility";6;34842;34841.44;0;32794.76;0
4;32711;"TPV Technology Limited";"Scope 1+2 (location-based)";2017;2022;"Country/region";5;305360;189904;0;0;0
2;32739;"Lancer-Hoshizaki";"Scope 1+2 (location-based)";2018;2024;"Site/facility";5;19666;19666;0;17860.4;0
1;33183;"Shaoguan Hongda Gear Co., Ltd";"Scope 1";2018;2019;"Company-wide";19.28;83;83;0;67;0
1;33264;"Data Mail Inc.";"Scope 3: Waste generated in operations";2019;2020;"Company-wide";5;30;0;0;28;0
25;33267;"EQUINIX, INC.";"Scope 2 (market-based)";2015;2029;"Company-wide";100;19150000;19891725;0;7643500;0
1;33272;"Hamilton Safe Company";"Scope 1";2018;2018;"Company-wide";10;2444;4200;0;2497;0
1;33374;"Cumberland Packing Corp";"Scope 2 (location-based)";2015;2020;"Company-wide";10;1761.59;1761.59;0;208;0
1;33411;"Harris Tea Company";"Scope 1+2 (location-based)";2016;2021;"Business division";10;3192;3195;0;2995.86;0
1;33411;"Harris Tea Company";"Scope 3: Waste generated in operations";2018;2023;"Business division";10;316;844;0;1282;0
1;33419;"Hp Hood Llc";"Scope 1+2 (location-based)";2017;2025;"Company-wide";20;209971;85691;0;174545;0
4;33536;"Schreiber Foods Inc";"Scope 1+2 (market-based)";2017;2030;"Company-wide";27;1285812;0;0;1244612;0
1;33541;"Shummi Enterprise Co., Ltd";"Scope 1";2018;2029;"Company-wide";5;185;3.8;0;3.76;0
1;33628;"BECK GROUP - HC BECK";"Scope 1+2 (market-based)";2010;2030;NA;100;1966.23;0;0;7383.23;0
1;33677;"DG3 NORTH AMERICA INC";"Scope 1";2013;2020;NA;2;6035;4978.51;0;970.635;0
1;33836;"RCS SYSTEMS INC";"Scope 1";2014;2020;"Company-wide";41;1083;0;0;575;0
1;33836;"RCS SYSTEMS INC";"Scope 2 (location-based)";2014;2020;"Company-wide";35;1111;0;0;545;0
1;33836;"RCS SYSTEMS INC";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2014;2020;"Company-wide";30;229;0;0;103.5;0
